9 7
9 1
0 1
0 29
1 15
2 0
1 9
0 5
0 0
1 10
0 48
0 7
0 2
3 2
6 8
6 35
0 2
1 11
2 2
7 0
6 1
6 13
0 16
0 2
6 1
2 22
0 21
0 4
0 1
0 12
7 3
1 10
0 13
1 1
2 1
0 6
0 0
1 1
7 3
0 17
9 1
9 8
2 1
0 2
8 0
9 15
1 4
2 1
9 86
9 11
0 3
0 3
0 1
0 6
3 1
2 9
7 0
7 8
0 20
1 0
6 0
0 10
9 12
1 0
6 3
1 2
9 1
